Year,Month,Payment_Mode,Volume_Lakhs,Value_Crores,Banks_Live,Num_Transactions_Daily_Avg,Market_Share_Pct,YoY_Growth_Volume_Pct,Avg_Ticket_Size_Rs,Success_Rate_Pct,Digital_Payment_Index,Quarter
2017,3,NACH,245.1,7880.92,82,817000,23.43,0.0,3215.39,91.72,99.19,Q4 FY2016-17
2017,3,AePS,7.59,214.66,82,25300,0.73,0.0,2828.15,88.75,99.19,Q4 FY2016-17
2017,3,Debit_Card,271.0,4400.71,82,903333,25.91,0.0,1623.88,95.35,99.19,Q4 FY2016-17
2017,3,Credit_Card,125.05,5364.47,82,416833,11.95,0.0,4289.86,95.47,99.19,Q4 FY2016-17
2017,3,PPI,39.81,365.61,82,132700,3.81,0.0,918.39,94.87,99.19,Q4 FY2016-17
2017,3,NETC,0.94,1.25,82,3133,0.09,0.0,133.17,90.31,99.19,Q4 FY2016-17
2017,3,BBPS,1.75,31.76,82,5833,0.17,0.0,1815.09,95.02,99.19,Q4 FY2016-17
2017,4,UPI,0.21,3.64,87,700,0.02,110.0,1732.84,94.94,100.8,Q1 FY2017-18
2017,4,IMPS,70.67,3925.11,87,235567,7.18,41.34,5554.14,97.68,100.8,Q1 FY2017-18
2017,4,NEFT,186.55,472001.96,87,621833,18.95,24.37,253016.33,98.79,100.8,Q1 FY2017-18
2017,4,RTGS,101.77,5664895.22,87,339233,10.34,13.08,5566370.46,98.56,100.8,Q1 FY2017-18
2017,4,NACH,213.15,6924.5,87,710500,21.65,18.42,3248.65,93.44,100.8,Q1 FY2017-18
2017,4,AePS,6.79,191.35,87,22633,0.69,35.8,2818.05,88.23,100.8,Q1 FY2017-18
2017,4,Debit_Card,245.22,3939.07,87,817400,24.9,-1.91,1606.34,97.09,100.8,Q1 FY2017-18
2017,4,Credit_Card,118.81,5112.38,87,396033,12.07,18.81,4302.99,94.92,100.8,Q1 FY2017-18
2017,4,PPI,38.8,351.83,87,129333,3.94,29.33,906.79,94.71,100.8,Q1 FY2017-18
2017,4,NETC,1.0,1.2,87,3333,0.1,100.0,119.71,92.54,100.8,Q1 FY2017-18
2017,4,BBPS,1.67,30.96,87,5567,0.17,67.0,1853.73,96.7,100.8,Q1 FY2017-18
2017,5,UPI,0.24,4.13,91,800,0.02,125.35,1720.94,94.99,100.57,Q1 FY2017-18
2017,5,IMPS,73.24,4088.67,91,244133,7.01,42.91,5582.56,97.08,100.57,Q1 FY2017-18
2017,5,NEFT,185.31,469343.24,91,617700,17.75,21.71,253274.64,98.92,100.57,Q1 FY2017-18
2017,5,RTGS,103.32,5756901.21,91,344400,9.9,13.89,5571913.68,99.56,100.57,Q1 FY2017-18
2017,5,NACH,227.16,7343.45,91,757200,21.76,23.97,3232.72,91.88,100.57,Q1 FY2017-18
2017,5,AePS,7.73,219.4,91,25767,0.74,50.1,2838.23,87.24,100.57,Q1 FY2017-18
2017,5,Debit_Card,268.79,4328.0,91,895967,25.74,6.98,1610.18,96.19,100.57,Q1 FY2017-18
2017,5,Credit_Card,134.12,5797.89,91,447067,12.85,31.75,4322.91,94.98,100.57,Q1 FY2017-18
2017,5,PPI,41.36,379.74,91,137867,3.96,34.9,918.14,93.66,100.57,Q1 FY2017-18
2017,5,NETC,1.0,1.18,91,3333,0.1,89.57,118.2,90.48,100.57,Q1 FY2017-18
2017,5,BBPS,1.81,33.35,91,6033,0.17,72.38,1842.57,96.43,100.57,Q1 FY2017-18
2017,6,UPI,0.25,4.32,96,833,0.02,120.41,1727.7,94.89,100.5,Q1 FY2017-18
2017,6,IMPS,74.68,4156.93,96,248933,7.13,42.16,5566.32,96.05,100.5,Q1 FY2017-18
2017,6,NEFT,192.61,488305.39,96,642033,18.38,24.64,253520.27,98.08,100.5,Q1 FY2017-18
2017,6,RTGS,98.7,5504988.5,96,329000,9.42,7.93,5577495.95,99.9,100.5,Q1 FY2017-18
2017,6,NACH,212.8,6897.42,96,709333,20.31,14.08,3241.27,91.36,100.5,Q1 FY2017-18
2017,6,AePS,7.38,209.46,96,24600,0.7,39.13,2838.15,87.23,100.5,Q1 FY2017-18
2017,6,Debit_Card,278.95,4539.74,96,929833,26.62,10.47,1627.44,93.87,100.5,Q1 FY2017-18
2017,6,Credit_Card,135.63,5849.42,96,452100,12.95,30.88,4312.78,96.76,100.5,Q1 FY2017-18
2017,6,PPI,43.64,391.52,96,145467,4.17,39.27,897.16,94.03,100.5,Q1 FY2017-18
2017,6,NETC,1.04,1.11,96,3467,0.1,86.88,107.12,91.4,100.5,Q1 FY2017-18
2017,6,BBPS,2.06,37.58,96,6867,0.2,86.85,1824.08,94.61,100.5,Q1 FY2017-18
2017,7,UPI,0.25,4.32,100,833,0.02,106.96,1726.68,95.53,98.27,Q2 FY2017-18
2017,7,IMPS,75.44,4216.45,100,251467,7.27,40.11,5589.15,97.94,98.27,Q2 FY2017-18
2017,7,NEFT,183.91,466753.19,100,613033,17.73,17.25,253794.35,98.7,98.27,Q2 FY2017-18
2017,7,RTGS,105.52,5891245.79,100,351733,10.17,14.48,5583060.83,99.13,98.27,Q2 FY2017-18
2017,7,NACH,247.72,8009.75,100,825733,23.88,30.45,3233.39,93.14,98.27,Q2 FY2017-18
2017,7,AePS,7.48,212.79,100,24933,0.72,36.91,2844.85,87.56,98.27,Q2 FY2017-18
2017,7,Debit_Card,251.4,4103.23,100,838000,24.23,-0.93,1632.15,96.48,98.27,Q2 FY2017-18
2017,7,Credit_Card,120.63,5196.56,100,402100,11.63,14.34,4307.85,96.93,98.27,Q2 FY2017-18
2017,7,PPI,41.84,394.24,100,139467,4.03,30.65,942.26,92.2,98.27,Q2 FY2017-18
2017,7,NETC,1.21,1.63,100,4033,0.12,106.09,134.58,93.18,98.27,Q2 FY2017-18
2017,7,BBPS,2.03,37.17,100,6767,0.2,75.36,1831.25,93.39,98.27,Q2 FY2017-18
2017,8,UPI,0.28,4.76,105,933,0.03,117.65,1700.36,96.26,98.87,Q2 FY2017-18
2017,8,IMPS,79.67,4461.5,105,265567,7.57,44.35,5599.97,96.54,98.87,Q2 FY2017-18
2017,8,NEFT,187.2,475539.07,105,624000,17.78,17.58,254027.28,99.32,98.87,Q2 FY2017-18
2017,8,RTGS,105.75,5910011.47,105,352500,10.04,13.81,5588663.33,99.81,98.87,Q2 FY2017-18
2017,8,NACH,223.22,7289.41,105,744067,21.2,15.47,3265.57,93.7,98.87,Q2 FY2017-18
2017,8,AePS,8.27,233.99,105,27567,0.79,46.96,2829.36,90.18,98.87,Q2 FY2017-18
2017,8,Debit_Card,276.28,4506.73,105,920933,26.24,8.33,1631.22,96.72,98.87,Q2 FY2017-18
2017,8,Credit_Card,124.56,5416.95,105,415200,11.83,15.98,4348.87,96.34,98.87,Q2 FY2017-18
2017,8,PPI,44.35,418.34,105,147833,4.21,35.51,943.26,95.2,98.87,Q2 FY2017-18
2017,8,NETC,1.24,1.4,105,4133,0.12,100.19,112.74,92.65,98.87,Q2 FY2017-18
2017,8,BBPS,2.22,41.31,105,7400,0.21,82.64,1860.76,95.01,98.87,Q2 FY2017-18
2017,9,UPI,0.3,5.17,109,1000,0.03,118.96,1724.41,93.48,99.61,Q2 FY2017-18
2017,9,IMPS,73.26,4089.92,109,244200,6.87,29.5,5582.74,98.13,99.61,Q2 FY2017-18
2017,9,NEFT,204.08,518930.09,109,680267,19.15,26.29,254277.78,99.9,99.61,Q2 FY2017-18
2017,9,RTGS,108.51,6070331.31,109,361700,10.18,15.86,5594259.8,99.61,99.61,Q2 FY2017-18
2017,9,NACH,227.65,7365.02,109,758833,21.36,15.68,3235.24,94.16,99.61,Q2 FY2017-18
2017,9,AePS,8.77,248.31,109,29233,0.82,51.3,2831.41,89.36,99.61,Q2 FY2017-18
2017,9,Debit_Card,260.97,4245.88,109,869900,24.49,1.82,1626.96,96.49,99.61,Q2 FY2017-18
2017,9,Credit_Card,134.66,5866.52,109,448867,12.64,23.17,4356.54,97.1,99.61,Q2 FY2017-18
2017,9,PPI,44.2,411.3,109,147333,4.15,32.14,930.54,94.62,99.61,Q2 FY2017-18
2017,9,NETC,1.22,1.29,109,4067,0.11,86.69,105.78,90.62,99.61,Q2 FY2017-18
2017,9,BBPS,2.12,39.72,109,7067,0.2,66.11,1873.7,94.41,99.61,Q2 FY2017-18
2017,10,UPI,0.33,5.63,114,1100,0.03,126.16,1706.67,95.53,100.49,Q3 FY2017-18
2017,10,IMPS,84.64,4729.05,114,282133,7.31,45.97,5587.25,96.12,100.49,Q3 FY2017-18
2017,10,NEFT,209.26,532645.84,114,697533,18.08,27.58,254537.82,99.9,100.49,Q3 FY2017-18
2017,10,RTGS,116.61,6530002.66,114,388700,10.08,23.52,5599865.07,99.9,100.49,Q3 FY2017-18
2017,10,NACH,260.76,8473.16,114,869200,22.53,30.16,3249.41,91.21,100.49,Q3 FY2017-18
2017,10,AePS,9.49,269.38,114,31633,0.82,58.95,2838.6,87.66,100.49,Q3 FY2017-18
2017,10,Debit_Card,284.53,4598.63,114,948433,24.58,10.46,1616.22,93.91,100.49,Q3 FY2017-18
2017,10,Credit_Card,142.97,6227.56,114,476567,12.35,28.46,4355.85,95.82,100.49,Q3 FY2017-18
2017,10,PPI,45.03,432.92,114,150100,3.89,31.73,961.41,93.8,100.49,Q3 FY2017-18
2017,10,NETC,1.35,1.76,114,4500,0.12,95.82,130.08,90.3,100.49,Q3 FY2017-18
2017,10,BBPS,2.44,46.07,114,8133,0.21,82.08,1888.02,95.08,100.49,Q3 FY2017-18
2017,11,UPI,0.35,5.89,118,1167,0.03,125.23,1682.27,93.4,102.24,Q3 FY2017-18
2017,11,IMPS,83.52,4683.77,118,278400,7.3,40.52,5607.96,96.44,102.24,Q3 FY2017-18
2017,11,NEFT,207.0,527462.39,118,690000,18.08,24.34,254812.75,98.49,102.24,Q3 FY2017-18
2017,11,RTGS,104.39,5851535.97,118,347967,9.12,9.7,5605456.43,99.9,102.24,Q3 FY2017-18
2017,11,NACH,246.22,8058.73,118,820733,21.51,20.73,3272.98,91.67,102.24,Q3 FY2017-18
2017,11,AePS,9.86,281.46,118,32867,0.86,60.34,2854.58,88.46,102.24,Q3 FY2017-18
2017,11,Debit_Card,287.56,4682.57,118,958533,25.12,11.08,1628.38,96.89,102.24,Q3 FY2017-18
2017,11,Credit_Card,154.96,6805.7,118,516533,13.54,36.77,4391.91,95.95,102.24,Q3 FY2017-18
2017,11,PPI,46.87,441.55,118,156233,4.09,34.16,942.08,94.01,102.24,Q3 FY2017-18
2017,11,NETC,1.35,1.78,118,4500,0.12,85.61,131.9,93.2,102.24,Q3 FY2017-18
2017,11,BBPS,2.71,50.19,118,9033,0.24,92.59,1852.11,94.12,102.24,Q3 FY2017-18
2017,12,UPI,0.33,5.62,123,1100,0.03,99.4,1702.52,96.13,100.96,Q3 FY2017-18
2017,12,IMPS,77.65,4365.92,123,258833,7.17,27.46,5622.56,97.59,100.96,Q3 FY2017-18
2017,12,NEFT,188.29,480241.61,123,627633,17.38,11.43,255054.23,99.9,100.96,Q3 FY2017-18
2017,12,RTGS,97.15,5451133.42,123,323833,8.97,1.28,5611048.3,99.9,100.96,Q3 FY2017-18
2017,12,NACH,255.14,8344.4,123,850467,23.55,22.89,3270.52,94.08,100.96,Q3 FY2017-18
2017,12,AePS,9.17,263.14,123,30567,0.85,44.78,2869.6,87.15,100.96,Q3 FY2017-18
2017,12,Debit_Card,267.0,4322.57,123,890000,24.64,2.62,1618.94,94.98,100.96,Q3 FY2017-18
2017,12,Credit_Card,136.74,5997.65,123,455800,12.62,18.55,4386.17,96.89,100.96,Q3 FY2017-18
2017,12,PPI,47.89,442.51,123,159633,4.42,34.13,924.01,92.34,100.96,Q3 FY2017-18
2017,12,NETC,1.51,1.96,123,5033,0.14,96.78,129.97,92.35,100.96,Q3 FY2017-18
2017,12,BBPS,2.63,49.97,123,8767,0.24,78.01,1899.95,95.15,100.96,Q3 FY2017-18
2018,1,UPI,0.35,5.94,127,1167,0.03,98.57,1696.83,93.86,99.96,Q4 FY2017-18
2018,1,IMPS,77.8,4355.45,127,259333,6.77,24.59,5598.27,98.07,99.96,Q4 FY2017-18
2018,1,NEFT,202.83,517828.34,127,676100,17.66,18.26,255301.65,99.9,99.96,Q4 FY2017-18
2018,1,RTGS,103.37,5805961.07,127,344567,9.0,6.91,5616678.99,99.36,99.96,Q4 FY2017-18
2018,1,NACH,251.35,8222.39,127,837833,21.89,18.93,3271.29,93.14,99.96,Q4 FY2017-18
2018,1,AePS,8.69,248.45,127,28967,0.76,33.2,2859.06,87.24,99.96,Q4 FY2017-18
2018,1,Debit_Card,298.12,4852.98,127,993733,25.96,14.01,1627.86,95.09,99.96,Q4 FY2017-18
2018,1,Credit_Card,153.26,6728.39,127,510867,13.35,30.53,4390.18,97.92,99.96,Q4 FY2017-18
2018,1,PPI,47.95,445.14,127,159833,4.18,31.4,928.35,94.35,99.96,Q4 FY2017-18
2018,1,NETC,1.65,1.88,127,5500,0.14,103.82,114.07,93.23,99.96,Q4 FY2017-18
2018,1,BBPS,3.01,57.07,127,10033,0.26,94.03,1895.95,95.35,99.96,Q4 FY2017-18
2018,2,UPI,0.36,6.1,132,1200,0.03,91.78,1695.13,95.13,99.73,Q4 FY2017-18
2018,2,IMPS,77.79,4381.66,132,259300,7.1,21.54,5632.68,96.15,99.73,Q4 FY2017-18
2018,2,NEFT,208.13,531897.26,132,693767,19.0,19.56,255560.11,99.9,99.73,Q4 FY2017-18
2018,2,RTGS,98.21,5521637.79,132,327367,8.96,0.76,5622276.54,99.9,99.73,Q4 FY2017-18
2018,2,NACH,248.44,8089.21,132,828133,22.67,15.47,3256.0,94.35,99.73,Q4 FY2017-18
2018,2,AePS,9.61,275.48,132,32033,0.88,43.01,2866.61,87.78,99.73,Q4 FY2017-18
